"BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","MX-EMg","MX-Lpa","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-CaV","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-IB1","US-IB2","US-ICs","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KUT","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MOz","US-MRf","US-MtB","US-NC1","US-NC2","US-NC3","US-NC4","US-Oho","US-ONA","US-Prr","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwf","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRG","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xAB","US-xBL","US-xBL","US-xBR","US-xBR","US-xCL","US-xCL","US-xDC","US-xDC","US-xGR","US-xGR","US-xJE","US-xJE","US-xJR","US-xJR","US-xKA","US-xKA","US-xKZ","US-xKZ","US-xMB","US-xMB","US-xML","US-xML","US-xNG","US-xNG","US-xRN","US-xSE","US-xSE","US-xSJ","US-xSJ","US-xSR","US-xSR","US-xST","US-xST","US-xTA","US-xTA","US-xTR","US-xTR","US-xUK","US-xUK","US-xUN","US-xUN"
40,5.4,2.75,22.275,27.1025,14.05075,21.675,8,15.971,5.4,14.767,5.539,4.481,3.7615,4.393,3.2315,37.238,4.6,24.15325,9,9,8,13.1,10.575,9.3,11.9,13.7,10.2275,5.116,5.23777144,25.038,10.915,24.47125,12,28.396875,30.45,49,27.3,8,4.4,8.3,9.95,26,15,11.121,13.762,28.97925,4.0473,43.5,27.868335,19.23167,26.54,24.316665,28.6,13.565,8.576,42.09326,16.25,21.9,45.352,42.1395,89.7355,47.2505,7.3671325,29.89,11,13.7385,25.901,41.9505,30.1515,18.32,17.8,9.59326245,31.9,37.5,6.4,6.4,6.2592845,2.85604166666666,6.35,39.5075335,40.58005,35.94267758,8,27.415,17.434,23.178,19.676,14.03666625,38.7431625,34.144,12.6166666666667,34.5,34.65,38.28305,85.75,19.09488,9.545,13.744339,19.15,38.32096,18.53028,10.04,5.145,5.71225,26.85206106,6.53,11.86,21.33,11.4,19.7,12.9005,8.5,35.9895,36.6800305,0.16,0.18,0.1055,9.467,11.965825,5.8773,13.54509825,8.6735,21.870025,35.5,32.0945,3.064886,8.8,10.8175,24.6505,29,30.6335,10.2255,54.9,30.663,28.8375,28.5766666666667,28.59,28.59,17.715,17.715,32.1625,32.1625,28.8629166666667,28.8629166666667,24.19625,24.19625,33.25,33.25,14.4816666666667,14.4816666666667,21.738,21.738,27.58,27.58,11.87,11.87,37.2075,37.2075,25.63,25.63,21.6225,31.89,31.89,6.905,6.905,5.588,5.588,28.9833333333333,28.9833333333333,7.93625,18.4929166666667,21.27,21.27,39.525,39.525,19.68,19.68
39.5,5.35,2.75,22.23,27.015,14.051,21.6833333333333,8,15.9835,5.4,14.767,5.539,4.483,3.765,4.393,3.234,37.2345,4.6,24.1545,9,9,8,13.1,10.525,9.3,11.9,13.65,10.22277835,5.116,5.2292677715,25.03,10.895,24.525,12,28.3875,30.45,49,27,8,4.4,8.3,9.95,26.1005,15,10.857,13.801,28.9441666666667,4.05105,43.6,27.85333,19.213055,26.445,24.180835,28.5,13.565,8.5765,42.03891,15.75,21.9,45.24,41.9405,89.754,47.232,7.366781,29.891,11,13.6315,26.2505,41.9085,30.151,18.32,17.8,9.29576023333333,31.8,37.5,6.4,6.4,6.25904325,2.81770833333333,6.3,39.40065075,40.6488,35.83594903,7.9865,27.43625,17.4255,23.178,19.64,14.025,38.734805,34.115,12.55,34.5,34.6,38.2624,85.8,19.09488,9.485,13.744339,19.15,38.44628,18.53808,10.04,5.145,5.712,26.85728601,6.5,11.87,21.34,11.4,19.7,12.8,8.5,35.992,36.674304,0.16,0.18,0.1055,9.431,11.997025,5.89575,13.58321155,8.613,21.858,35.5,32.1825,3.0647705,8.8,10.815,24.65,29,30.53967,10.2265,55.2,30.6635,29.2233333333333,28.09,28.795,28.795,17.7175,17.7175,32.46,32.46,29.185,29.185,23.532,23.532,29.0425,29.0425,15.125,15.125,21.466,21.466,27.53,27.53,11.82,11.82,36.84,36.84,25.475,25.475,23.17,31.835,31.835,7.09575,7.09575,5.399,5.399,29.2833333333333,29.2833333333333,7.92625,19.059375,20.3466666666667,20.3466666666667,39.56,39.56,20.37,20.37
39,5.375,2.75,22.235,26.935,14.0105,21.6833333333333,8,15.99,5.4,14.76825,5.5395,4.481,3.7595,4.393,3.236,37.228,4.6,24.15525,9,9,8,13.05,10.55,9.3,11.9,13.575,10.24847335,5.116,5.2256955215,25.0275,10.895,24.61375,12,28.40375,30.4333335,49,27.05,8,4.4,8.3,9.95,26.05,14.001,10.696,13.748,28.912,4.0537,43.35,27.768335,19.23,26.36,24.3124975,28.5,13.565,8.576,42.00204,14.7,22,45.1475,41.892,89.754,47.195,7.3668975,29.891,11,13.6355,26.55,41.851,30.151,18.3225,17.8,9.04313476666667,31.9,37.5,6.4,6.4,6.2614565,2.83333333333333,6.3,39.3650702,40.61379,35.88535516,7.9655,27.42125,17.417,23.178,19.64,14.04083375,38.7157275,34.105,12.5,34.5,34.7,38.2365,85.85,19.09488,9.45,13.744339,19,38.70472,18.47204,10.03,5.13,5.7235,26.860678125,6.5,11.815,21.38,11.35,19.7,12.8,8.5,35.9915,36.667821,0.16,0.18,0.105,9.4,12.035,5.9076,13.3962827,8.575,21.84067,35.5,32.21275,3.0645065,8.8,10.8175,24.634,29,30.714505,10.227,55.25,30.6295,30.39,28.845,29.26375,29.26375,17.7225,17.7225,32.2091666666667,32.2091666666667,28.1625,28.1625,23.476,23.476,29.71,29.71,14.8175,14.8175,21.11,21.11,27.27,27.27,11.715,11.715,36.84,36.84,25.655,25.655,21.71125,31.86,31.86,6.99333333333333,6.99333333333333,5.435,5.435,29.8375,29.8375,7.91,20.51375,21.0616666666667,21.0616666666667,39.445,39.445,20.175,20.175
39,5.375,2.75,22.2,26.89,13.9975,21.65,8,16.0035,5.4,14.7695,5.54,4.479,3.754,4.393,3.238,37.231,4.6,24.15675,9,9,8,13.025,10.575,9.3,11.9,13.65,10.17833,5.116,5.2242150195,24.9955,10.895,24.63125,12,28.4205,30.4333335,49,27.1,8,4.4,8.3,9.95,26.05,14.001,10.6395,13.689,28.897375,4.05825,43.35,27.693335,19.23222,26.211665,24.2349975,28.4,13.565,8.576,42.22936,14.3,22.15,44.9985,41.8785,89.754,47.158,7.366076,29.8915,11,13.5975,26.5,41.7885,30.1505,18.325,17.8,9.01053743333333,31.8,37.5,6.4,6.4,6.2577855,2.7725,6.3,39.360430315,40.58472,35.88535516,7.929,27.41125,17.4295,23.178,19.64,14.06749875,38.6827,34.087,12.5,34.5,34.65,38.21865,85.75,19.09488,9.435,13.744339,19,38.47176,18.46424,10.02,5.12,5.737,26.826729615,6.5,11.79,21.39,11.35,19.7,12.9,8.5,35.972,36.65861,0.16,0.18,0.105,9.3655,12.12615,5.918,13.34509825,8.6075,21.84547,35.5,32.24025,3.064655,8.8,10.815,24.6695,29,30.76583,10.2275,55.45,30.5,30.21,29.12,28.79,28.79,17.7075,17.7075,30.9525,30.9525,27.52375,27.52375,23.688,23.688,30.2633333333333,30.2633333333333,14.845,14.845,22.26175,22.26175,27.13,27.13,11.7475,11.7475,37.72,37.72,25.26,25.26,21.7375,31.825,31.825,6.54833333333333,6.54833333333333,5.534,5.534,29.3833333333333,29.3833333333333,7.905,21.498125,20.6066666666667,20.6066666666667,39.5925,39.5925,19.58,19.58
40,5.35,2.75,22.14,26.8375,14.006575,21.5916666666667,8,16.009,5.4,14.76825,5.539,4.48,3.765,4.393,3.24,37.214,4.6,24.1575,9,9,8,13.025,10.575,9.3,11.9,13.7,10.06180335,5.116,5.2201107235,24.981,10.885,24.5975,12,28.4181666666667,30.4166665,49,27,8,4.4,8.3,9.95,26,14.001,10.35,13.573,28.952,4.0628,43.35,27.58,19.21833,26.131665,24.14,28.35,13.565,8.576,42.26875,14.1,22.1,44.8285,41.8,89.754,47.158,7.3659585,29.89,11,13.5465,26.5005,41.763,30.1505,18.3225,17.8,8.91643536666666,31.75,37.5,6.4,6.4,6.26310525,2.73875,6.25,39.32956,40.57946,35.8,7.8535,27.425,17.434,23.178,19.604,14.07,38.64782,34.062,12.4666666666667,34.5,34.65,38.20445,85.8,19.09488,9.415,13.744339,20,38.673,18.40184,10,5.1,5.73825,26.771248065,6.5,11.79,21.415,11.4,19.7,12.8,8.6,35.973,36.653923,0.165,0.18,0.105,9.3285,12.13355,5.9108,13.34509825,8.6345,21.868135,35.5,32.1935,3.0645725,8.8,10.8075,24.6845,29,30.849,10.228,55.35,30.5,30.0295833333333,28.8033333333333,28.573,28.573,17.725,17.725,31.3375,31.3375,27.61625,27.61625,23.919,23.919,28.98,28.98,14.755,14.755,22.13525,22.13525,27.64,27.64,11.7625,11.7625,37.045,37.045,30.465,30.465,21.5441666666667,31.79,31.79,6.77333333333333,6.77333333333333,5.511,5.511,29.115,29.115,7.905,20.095625,21.66,21.66,39.515,39.515,19.5775,19.5775
39.5,5.375,2.75,22.11,26.79,14.03625,21.5416666666667,8,16.018,5.4,14.767,5.538,4.481,3.776,4.393,3.242,37.2105,4.6,24.15925,9,9,8,13.025,10.525,9.3,12.025,13.6,10.069585,5.116,5.2119812305,24.9605,10.8655,24.3525,12,28.4148333333333,30.366667,49,27,8,4.4,8.3,9.95,26,14.001,10.157,13.5545,29.0085,4.06565,43.35,27.538335,19.21,26.073335,23.921665,29.15,13.565,8.576,42.18229,13.701,22.025,45.175,41.749,89.791,47.1395,7.3660755,29.8915,11,13.5155,26.301,41.6815,30.15,18.3275,17.8,8.75947433333334,31.9,37.5,6.4,6.4,6.2690495,2.70166666666666,6.2,39.3650702,40.57743,35.6585777,7.7145,27.4375,17.427,23.178,19.5325,14.025,38.64956,34.044,12.4583333333333,34.5,34.6,38.19305,85.9,19.1017438752,9.415,13.744339,20.05,38.32148,18.38,9.95,5.1,5.72875,26.69346325,6.47,11.79,21.425,11.4,19.7,12.85,8.6,35.972,36.647193,0.17,0.18,0.105,9.261,12.186675,5.9472,13.25118445,8.5945,21.933165,35.5,32.2485,3.0645395,8.8,10.8025,24.734,29,30.667335,10.2285,55.4,30.6245,29.80875,29.02,28.3333333333333,28.3333333333333,17.735,17.735,32.14,32.14,28.19,28.19,21.58375,21.58375,30.1383333333333,30.1383333333333,14.8416666666667,14.8416666666667,22.0304166666667,22.0304166666667,26.8,26.8,11.77,11.77,37.15,37.15,30.4875,30.4875,21.478,31.815,31.815,6.78291666666667,6.78291666666667,5.71066666666667,5.71066666666667,28.8983333333333,28.8983333333333,8.00875,21.799375,21.595,21.595,39.505,39.505,19.49,19.49
40,5.35,2.75,22.17,26.76,14.025,21.5583333333333,8,16.029,5.4,14.7695,5.53625,4.481,3.773,4.393,3.238,37.2005,4.6,24.161,9,9,8,13,10.5,9.35,11.975,13.55,10.09860665,5.116,5.2293035745,24.9425,10.8475,24.36625,12,28.4108333333333,30.366667,49,27,8,4.4,8.3,10.0505,25.55,14.001,9.998,13.504,28.998,4.0683,43,27.45333,19.225,26.07167,24.118335,30.1005,13.535,8.576,42.1008,13.3,21.95,45.136,41.8,89.791,47.1575,7.366428,29.892,11,13.4685,26.4505,41.592,30.1495,18.32,17.8,8.68019273333334,31.9,37.5,6.4,6.4,6.26368525,2.735,6.2,39.2940498,40.80338,35.5311016,7.7185,27.33,17.4135,23.104,19.461,13.9691675,38.6512175,34.169,12.4583333333333,34.5,34.55,38.1966,85.9,19.0994845512,9.385,13.744339,20.15,38.53572,18.2812,9.95,5.105,5.71775,26.829975835,6.5,11.79,21.415,11.3,19.7,12.8,8.6,35.954,36.63317,0.17,0.18,0.105,9.2435,12.196025,5.9351,13.20118445,8.594,21.92036,35.5,32.298,3.0646385,8.8,10.805,24.804,29,30.646,10.2285,55.3,30.7,29.7720833333333,29.2533333333333,28.3466666666667,28.3466666666667,17.72,17.72,31.8783333333333,31.8783333333333,29.805,29.805,22.73375,22.73375,30.8466666666667,30.8466666666667,14.015,14.015,22.014,22.014,27.18,27.18,11.745,11.745,37.25,37.25,30.3325,30.3325,22.3166666666667,31.805,31.805,6.8725,6.8725,5.374,5.374,29,29,8,21.208125,22.095,22.095,39.49,39.49,18.73,18.73
40.5,5.375,2.75,22.22,26.72,14.035,21.45,8.05,16.0425,5.4,14.772,5.5345,4.481,3.77,4.393,3.234,37.201,4.6,24.1625,9,9,8,13,10.475,9.35,11.975,13.55,9.75,5.116,5.1956913195,24.935,10.8355,24.36,12,28.4073333333333,30.45,49.0083335,27,8,4.4,8.3,10,25.3,14.001,10.089,13.484,28.99475,4.07275,43,27.438335,19.237495,25.939995,24.2949975,30.05,13.535,8.576,42.12125,13.101,21.95,45.148,42.5,89.791,47.1575,7.366193,29.8915,11,13.5035,25.9505,41.508,30.1495,18.32,17.8,8.71811425,31.9,37.5,6.4,6.4,6.269272,2.83333333333333,6.25,39.2586098,40.68677,35.5311016,7.692,27.23,17.346,23.104,19.3895,13.7541675,38.648875,34.155,12.45,34.4,34.55,38.203,85.9,19.1079549792,9.35,13.744339,20.2,38.50868,18.22608,9.95,5.08,5.73775,26.77913463,6.5,11.79,21.365,11.4,19.7,12.85,8.6,35.931,36.6362965,0.17,0.18,0.105,9.3525,12.229,5.93385,13.10635445,8.557,21.92528,35.5,32.31175,3.0643905,8.8,10.805,24.808,29,30.88534,10.2285,55.4,30.7295,29.79,28.815,28.4283333333333,28.4283333333333,17.715,17.715,31.88,31.88,28.2841666666667,28.2841666666667,21.925,21.925,29.8566666666667,29.8566666666667,14.7566666666667,14.7566666666667,21.37125,21.37125,27.135,27.135,11.64,11.64,37.5966666666667,37.5966666666667,30.59,30.59,22.1641666666667,31.885,31.885,6.63541666666667,6.63541666666667,5.49025,5.49025,29.185,29.185,7.9875,21.6607083333333,21.3016666666667,21.3016666666667,39.4775,39.4775,20.47,20.47
40.5,5.35,2.75,22.2375,26.6825,14.03125,21.3166666666667,8.05,16.038,5.4,14.77125,5.536,4.483,3.774,4.391,3.234,37.191,4.6,24.16375,9,9,8,13,10.475,9.35,12,13.525,10.04083665,5.116,5.149818178,24.9425,10.8275,24.415,12,28.41875,30.6833335,49.0166665,27,8,4.4,8.3,9.95,26,14.001,9.995,13.49,28.997375,3.9787,43,27.44333,19.20333,25.911665,23.323335,30.75,13.535,8.576,42.25736,13.201,22.05,45.049,42.4,89.8095,47.158,7.366662,29.938,11,13.511,25.901,41.497,30.1495,18.3075,17.8,8.81245146666667,31.8,37.5,6.4,6.4,6.26443775,2.85166666666667,6.45,39.2940498,40.62961,35.5311016,7.6975,27.28375,17.2225,23.104,19.211,13.56962,38.645225,34.138,12.45,34.4,34.65,38.18855,85.9,19.109940996,9.345,13.744339,20.2,38.16288,18.32176,9.95,5.08,5.73725,26.97939102,6.53,11.79,21.34,11.4,19.8,12.85,8.6,35.934,36.6464625,0.17,0.18,0.105,9.5395,12.16675,5.98195,13.10635445,8.4625,21.924275,35.5,32.3035,3.064044,8.8,10.795,24.786,29,30.615335,10.2265,55.3,30.6775,29.7766666666667,29.01,28.5970833333333,28.5970833333333,17.7325,17.735,32.3833333333333,32.3833333333333,28.8375,28.8375,22.255,22.255,32.7475,32.735,14.7916666666667,14.7916666666667,21.74,21.74,27.97,27.97,11.55,11.55,37.185,37.185,28.23625,28.23625,21.5075,31.875,31.875,7.154,7.154,5.415,5.415,29.9066666666667,29.9066666666667,7.9075,21.4362916666667,21.65,21.65,39.505,39.505,29.95,29.95
40,5.35,2.75,22.17,26.6575,14.057575,21.2166666666667,8.05,16.0325,5.4,14.7705,5.5375,4.485,3.778,4.389,3.234,37.191,4.6,24.16475,9,9,8,13,10.5,9.3,11.95,13.425,9.96972,5.116,5.113280685,24.97,10.8075,24.78125,12,28.41075,31.433333,49.025,28.001,8,4.4,8.3,9.9,26,13.5005,9.6965,13.5255,29.002125,3.3191,43,27.461665,19.23111,25.873335,23.4958325,30.85,13.535,8.5755,42.54169,13.5,22.15,44.985,42.4,89.828,47.084,7.367367,23.923,11,13.63,25.75,41.485,30.153,18.32,17.8,8.9735969,31.65,37.5,6.4,6.4,6.273061,3.13291666666667,6.6,39.3650702,40.61604,35.5311016,7.7215,27.165,17.0755,23.104,19.211,13.57264625,38.663415,34.322,12.475,34.4,34.7,38.17285,85.9,19.1196038256,9.7,13.744339,20.2,38.0516,18.27756,9.95,5.08,5.7375,26.9399825,6.53,11.805,21.33,11.4,19.8,12.85,8.6,35.934,36.6975565,0.17,0.18,0.105,9.844,11.931975,5.96795,13.20118445,8.437,21.8475,35.6,32.28425,3.064044,8.8,10.795,24.8385,29,30.90667,10.223,55.25,30.5415,29.77875,29.0125,28.66,28.66,17.715,17.715,31.7675,31.7675,31.015,31.015,22.7025,22.7025,28.6,28.6,14.9616666666667,14.9616666666667,21.2365,21.2365,27.215,27.215,11.61,11.61,37.165,37.165,28.200625,28.200625,21.9325,31.85,31.85,7.228,7.228,5.567,5.567,29.4166666666667,29.4166666666667,7.94125,21.1869583333333,21.5,21.5,39.4875,39.4875,30,30
40,5.35,2.75,22.0925,26.665,14.05775,21.225,8.05,16.0225,5.4,14.7675,5.53825,4.485,3.7815,4.3905,3.235,37.1845,4.6,24.166,9,9,8,12.95,10.425,9.3,11.925,13.425,9.92889165,5.116,5.086542184,25.0235,10.8055,24.795,12,28.4026666666667,31.8666665,49.0333335,28.001,8,4.4,8.3,9.85,26,13.5005,10.489,13.6095,29.01475,3.4732,43,27.495,19.235555,25.94167,23.826665,30.15,13.505,8.5735,42.555415,13.7505,22.35,44.9475,42.897,89.828,46.9915,7.365371,29.9385,11,13.6675,25.901,41.413,30.152,18.3,17.8,9.3284445,31.7,37.4,6.4,6.4,6.26225075,3.18833333333333,6.8,39.5075335,40.63282,35.54696517,7.7385,27.19125,16.8965,23.104,19.211,13.6175,38.6831275,34.259,12.4,34.4,34.6,38.2625,85.9,19.1297948784,9.64,13.744339,20.2,37.87844,18.17876,9.95,5.085,5.7375,26.91648491,6.53,11.78,21.315,11.45,19.8,12.9,8.65,35.924,36.748273,0.17,0.18,0.105,10.159,11.70525,5.9281,13.3014527,8.435,22,35.5,32.3365,3.0641265,8.8,10.7925,24.8,29,30.9585,10.223,55.2,30.5,29.9716666666667,28.9733333333333,29.1675,29.1675,17.7275,17.7275,32.445,32.445,26.7277777777778,26.7277777777778,23.57375,23.57375,28.84,28.84,15.1916666666667,15.1916666666667,20.7191666666667,20.7191666666667,27.53,27.53,11.93,11.93,37.16,37.16,29.735,29.735,21.52375,31.795,31.795,7.15825,7.15825,5.58725,5.58725,30.56375,30.56375,7.935,23.2183333333333,21.68,21.68,39.5,39.5,30.01,30.01
40,5.35,2.75,22.03,26.8325,14.033,21.2666666666667,8.05,16.013,5.4,14.7645,5.539,4.485,3.785,4.392,3.236,37.188,4.6,24.168,9,9,8,12.95,10.425,9.3,11.925,13.475,9.94555335,5.116,5.07012662,25.0875,10.8825,24.795,12,28.36975,33.05,49.0333335,28.001,8,4.4,8.3,9.85,26,14.001,10.4405,13.6515,29.049625,3.4495,43,27.515,19.24389,25.946665,24.161665,30.9,13.505,8.575,42.648575,14.25,22.5,44.833,42.8875,89.8095,46.936,7.3668975,29.94,11,13.693,25.8505,41.364,30.152,18.295,17.8,9.64029491666667,31.9,37.5,6.4,6.4,6.25849175,3.309375,6.95,39.72236065,40.6718,35.6042556,7.7725,27.0625,16.8045,23.104,19.2465,13.6475,38.7085875,34.236,12.5,34.4,34.6,38.5058,85.8,19.14144,9.61,13.744339,19.1,37.89404,18.23492,9.95,5.085,5.737,26.91011,6.55,11.775,21.34,11.45,19.8,13.101,8.65,35.916,36.7854715,0.17,0.18,0.105,10.4195,11.498,5.85385,13.58321155,8.434,21.992165,35.5,32.4465,3.0642255,8.8,10.7875,24.768,29,30.979665,10.222,55.1,30.5,30.36375,29.1495833333333,29.3025,29.3025,17.7325,17.7325,32.0883333333333,32.0883333333333,25.8908333333333,25.8908333333333,22.65375,22.65375,29.9066666666667,29.9066666666667,16.21,16.21,21.41,21.41,27.535,27.535,12.01,12.01,37.2316666666667,37.2316666666667,27.5375,27.5375,21.32,31.88,31.88,7.01475,7.01475,5.55,5.55,29.15,29.15,7.9325,22.4459722222222,21.835,21.835,39.53,39.53,20.87,20.87
40,5.35,2.75,22.005,26.89,14.025,21.3666666666667,8.05,16.0005,5.4,14.7675,5.5405,4.483,3.786,4.3895,3.237,37.193,4.6,24.164,9,9,8,12.95,10.425,9.3,11.95,13.575,9.93778165,5.116,5.063264311,25.113,11.01,24.8275,12,28.3655,34.15,49.0333335,28.001,8,4.4,8.3,9.85,27,14.5005,11.0925,13.6685,29.010875,3.4432,43,27.58833,19.25889,26.205,24.2325,30.7,13.505,8.577,43.008625,14.8,22.675,44.7105,42.85,89.8095,46.899,7.366193,29.941,11,13.7535,25.7,41.3315,30.152,18.3,17.8,9.84527083333333,31.9,37.5,6.4,6.4,6.2633925,3.28666666666667,7.1,39.83016525,40.71813,35.6585777,7.8845,27.04625,16.7795,23.104,19.318,13.6025,38.767425,34.475,12.45,34.4,34.6,38.596,85.75,19.14144,9.53,13.744339,19.05,37.7058,18.26196,9.95,5.08,5.7375,27.0196425,6.585,11.79,21.35,11.4,19.901,13.1005,8.6,35.916,36.76112,0.17,0.18,0.105,10.656,11.2781,5.78635,13.95176165,8.4335,21.98075,35.55,32.496,3.0641265,8.8,10.785,24.7015,29,30.966,10.223,55,30.5,30.365,28.65,28.91625,28.91625,17.735,17.735,32.665,32.665,26.0616666666667,26.0616666666667,23.427,23.427,29.0866666666667,29.0866666666667,16.6616666666667,16.6616666666667,21.934,21.934,27.825,27.825,12.1475,12.1475,37.3375,37.3375,25.1520833333333,25.1520833333333,22.0475,31.79,31.79,6.975,6.975,5.48475,5.48475,30.71,30.71,7.8875,21.9743333333333,22.08,22.08,39.595,39.595,29.98,29.98
40.5,5.35,2.75,22.025,27.095,14.0025,21.4791666666667,8.05,15.991,5.4,14.7705,5.542,4.481,3.787,4.387,3.238,37.264,4.6,24.17,9,9,8,12.95,10.475,9.3,11.925,13.65,9.88874665,5.116,5.074267769,25.1175,11.0325,24.90125,12,28.3615,34.166667,49.033333,28.001,8,4.4,8.3,9.85,27,14.001,11.1115,13.7305,28.99875,3.4428,43,27.766665,19.29583,26.445,24.24,31.3,13.505,8.5775,43.085125,15.8,22.75,44.665,42.7,89.791,46.899,7.367015,29.942,11,13.767,26.05,41.3305,30.152,18.3025,17.8,9.82250733333334,32,37.5,6.4,6.4,6.2690375,3.335,7.1,39.8661714,40.72888,35.895002245,8.0765,27.03,16.8715,23.111,19.3895,13.58798,38.7765775,34.537,12.45,34.55,34.6,38.46155,85.7,19.14144,9.445,13.744339,19.05,37.66524,18.27496,9.95,5.085,5.7055,26.90768648,6.585,11.825,21.35,11.45,19.9505,13.3,8.65,35.9195,36.748469,0.17,0.18,0.105,10.83,11.23495,5.74225,14.2238684,8.406,21.98078,35.5,32.29525,3.0641925,8.8,10.7825,24.675,29,31.711,10.2245,54.85,30.5735,30.1733333333333,28.8954166666667,29.4425,29.4425,17.725,17.725,32.6483333333333,32.6483333333333,26.16,26.16,22.7725,22.7725,29.8366666666667,29.8366666666667,16.48,16.48,21.78,21.78,27.96,27.96,12.21,12.21,37.615,37.615,24.8285,24.8285,22.39125,31.79,31.79,6.81175,6.81175,5.7775,5.7775,28.8566666666667,28.8566666666667,8.02625,21.9252777777778,22.145,22.145,39.665,39.665,30.01,30.01
39,5.35,2.75,22.22,27.2975,14.03175,21.5666666666667,8.05,15.987,5.4,14.7705,5.5425,4.48,3.77825,4.38775,3.24,37.2605,4.6,24.171,9,9,8,12.95,10.475,9.325,11.9,13.7,9.86069835,5.116,5.100232857,25.13,11.065,24.83875,12,28.3973333333333,34.4666665,49.033333,28.001,8,4.4,8.3,9.8,27,15,13.539,13.8045,28.983375,3.1912,43,27.856665,19.266945,26.489995,24.3,30.8,13.505,8.5765,43.15677,16.4505,22.8,44.95,42.5,89.7725,46.8805,7.3676025,29.942,11,13.801,26.3,41.5815,30.152,18.3025,17.8,10.0729306666667,32,37.5,6.4,6.4,6.25492375,3.34041666666667,7.1,39.9744762,40.73937,36.10501182,8.1045,27.2075,16.9085,23.088,19.425,13.61396,38.78733,34.4,12.45,34.7,34.6,38.2939,85.5,19.14144,9.8565,13.725047,19.15,37.69332,18.34776,9.95,5.085,5.7185,26.946676155,6.57,11.87,21.465,11.45,20,13.4,8.65,35.916,36.744166,0.17,0.18,0.105,10.733,11.25945,5.6393,14.2238684,8.406,21.925305,35.5,32.2705,3.0642255,8.8,10.7775,24.6905,29,32.01617,10.221,54.9,30.629,29.5983333333333,28.53,28.9091666666667,28.9091666666667,17.725,17.725,32.28,32.28,26.2333333333333,26.2333333333333,23.698,23.698,30.1116666666667,30.1116666666667,15.7366666666667,15.7366666666667,21.437,21.437,28.07,28.07,12.21,12.21,37.5758333333333,37.5758333333333,24.9025,24.9025,22.0266666666667,31.78,31.78,6.70291666666667,6.70291666666667,5.74,5.74,29.295,29.295,8.01625,21.6098611111111,22.135,22.135,39.67125,39.170625,30.18,30.18
